20250501 000000;162.559000;162.610000;162.559000;162.607000;0
20250501 000100;162.609000;162.627000;162.592000;162.621000;0
20250501 000200;162.621000;162.628000;162.607000;162.611000;0
20250501 000300;162.612000;162.621000;162.585000;162.619000;0
20250501 000400;162.618000;162.653000;162.618000;162.645000;0
20250501 000500;162.640000;162.648000;162.628000;162.642000;0
20250501 000600;162.641000;162.657000;162.627000;162.642000;0
20250501 000700;162.642000;162.660000;162.632000;162.653000;0
20250501 000800;162.652000;162.664000;162.646000;162.662000;0
20250501 000900;162.663000;162.676000;162.645000;162.647000;0
20250501 001000;162.648000;162.648000;162.624000;162.638000;0
20250501 001100;162.641000;162.641000;162.617000;162.620000;0
20250501 001200;162.621000;162.642000;162.620000;162.626000;0
20250501 001300;162.626000;162.639000;162.620000;162.626000;0
20250501 001400;162.626000;162.662000;162.626000;162.652000;0
20250501 001500;162.652000;162.676000;162.652000;162.664000;0
20250501 001600;162.664000;162.664000;162.649000;162.652000;0
20250501 001700;162.652000;162.655000;162.632000;162.638000;0
20250501 001800;162.638000;162.670000;162.622000;162.664000;0
20250501 001900;162.665000;162.683000;162.654000;162.677000;0
20250501 002000;162.676000;162.685000;162.661000;162.665000;0
20250501 002100;162.665000;162.668000;162.623000;162.635000;0
20250501 002200;162.634000;162.656000;162.634000;162.656000;0
20250501 002300;162.658000;162.663000;162.637000;162.650000;0
20250501 002400;162.651000;162.658000;162.622000;162.636000;0
20250501 002500;162.634000;162.677000;162.633000;162.668000;0
20250501 002600;162.666000;162.666000;162.643000;162.645000;0
20250501 002700;162.646000;162.655000;162.643000;162.643000;0
20250501 002800;162.647000;162.649000;162.605000;162.617000;0
20250501 002900;162.618000;162.652000;162.617000;162.645000;0
20250501 003000;162.644000;162.670000;162.642000;162.668000;0
20250501 003100;162.667000;162.691000;162.660000;162.684000;0
20250501 003200;162.685000;162.689000;162.674000;162.682000;0
20250501 003300;162.683000;162.700000;162.683000;162.696000;0
20250501 003400;162.698000;162.699000;162.679000;162.693000;0
20250501 003500;162.695000;162.699000;162.682000;162.683000;0
20250501 003600;162.681000;162.694000;162.677000;162.689000;0
20250501 003700;162.687000;162.702000;162.685000;162.700000;0
20250501 003800;162.699000;162.710000;162.684000;162.698000;0
20250501 003900;162.698000;162.700000;162.688000;162.697000;0
20250501 004000;162.698000;162.698000;162.675000;162.675000;0
20250501 004100;162.678000;162.694000;162.673000;162.687000;0
20250501 004200;162.687000;162.709000;162.685000;162.705000;0
20250501 004300;162.702000;162.702000;162.680000;162.686000;0
20250501 004400;162.688000;162.689000;162.673000;162.683000;0
20250501 004500;162.682000;162.689000;162.677000;162.679000;0
20250501 004600;162.678000;162.682000;162.657000;162.664000;0
20250501 004700;162.666000;162.677000;162.665000;162.673000;0
20250501 004800;162.675000;162.709000;162.675000;162.709000;0
20250501 004900;162.708000;162.709000;162.688000;162.689000;0
20250501 005000;162.691000;162.693000;162.665000;162.667000;0
20250501 005100;162.665000;162.668000;162.650000;162.659000;0
20250501 005200;162.658000;162.668000;162.655000;162.664000;0
20250501 005300;162.659000;162.687000;162.659000;162.685000;0
20250501 005400;162.685000;162.693000;162.680000;162.691000;0
20250501 005500;162.693000;162.731000;162.693000;162.723000;0
20250501 005600;162.725000;162.736000;162.716000;162.717000;0
20250501 005700;162.716000;162.718000;162.677000;162.680000;0
20250501 005800;162.679000;162.679000;162.651000;162.652000;0
20250501 005900;162.656000;162.656000;162.634000;162.638000;0
20250501 010000;162.638000;162.642000;162.624000;162.634000;0
20250501 010100;162.632000;162.657000;162.620000;162.644000;0
20250501 010200;162.648000;162.663000;162.636000;162.650000;0
20250501 010300;162.650000;162.668000;162.645000;162.656000;0
20250501 010400;162.659000;162.667000;162.642000;162.645000;0
20250501 010500;162.642000;162.661000;162.636000;162.655000;0
20250501 010600;162.660000;162.723000;162.658000;162.717000;0
20250501 010700;162.721000;162.740000;162.719000;162.731000;0
20250501 010800;162.731000;162.738000;162.723000;162.724000;0
20250501 010900;162.722000;162.736000;162.716000;162.722000;0
20250501 011000;162.719000;162.739000;162.712000;162.718000;0
20250501 011100;162.718000;162.720000;162.703000;162.714000;0
20250501 011200;162.708000;162.711000;162.697000;162.701000;0
20250501 011300;162.699000;162.707000;162.699000;162.705000;0
20250501 011400;162.702000;162.716000;162.689000;162.709000;0
20250501 011500;162.706000;162.714000;162.698000;162.713000;0
20250501 011600;162.717000;162.732000;162.710000;162.729000;0
20250501 011700;162.729000;162.735000;162.690000;162.698000;0
20250501 011800;162.700000;162.715000;162.681000;162.684000;0
20250501 011900;162.680000;162.709000;162.678000;162.709000;0
20250501 012000;162.706000;162.706000;162.675000;162.682000;0
20250501 012100;162.680000;162.694000;162.667000;162.693000;0
20250501 012200;162.690000;162.702000;162.656000;162.671000;0
20250501 012300;162.674000;162.828000;162.671000;162.828000;0
20250501 012400;162.824000;162.868000;162.804000;162.837000;0
20250501 012500;162.843000;162.847000;162.785000;162.800000;0
20250501 012600;162.803000;162.803000;162.745000;162.757000;0
20250501 012700;162.760000;162.792000;162.737000;162.784000;0
20250501 012800;162.779000;162.792000;162.756000;162.761000;0
20250501 012900;162.763000;162.831000;162.761000;162.795000;0
20250501 013000;162.795000;162.827000;162.791000;162.804000;0
20250501 013100;162.799000;162.812000;162.792000;162.801000;0
20250501 013200;162.800000;162.840000;162.782000;162.827000;0
20250501 013300;162.829000;162.863000;162.821000;162.856000;0
20250501 013400;162.858000;162.866000;162.819000;162.827000;0
20250501 013500;162.829000;162.832000;162.802000;162.820000;0
20250501 013600;162.817000;162.822000;162.793000;162.811000;0
20250501 013700;162.808000;162.850000;162.803000;162.848000;0
20250501 013800;162.846000;162.858000;162.821000;162.826000;0
20250501 013900;162.828000;162.833000;162.799000;162.805000;0
20250501 014000;162.808000;162.823000;162.808000;162.814000;0
20250501 014100;162.811000;162.828000;162.808000;162.828000;0
20250501 014200;162.830000;162.858000;162.825000;162.842000;0
20250501 014300;162.842000;162.842000;162.823000;162.831000;0
20250501 014400;162.830000;162.857000;162.824000;162.848000;0
20250501 014500;162.848000;162.867000;162.839000;162.866000;0
20250501 014600;162.865000;162.869000;162.851000;162.862000;0
20250501 014700;162.864000;162.869000;162.850000;162.858000;0
20250501 014800;162.859000;162.861000;162.827000;162.829000;0
20250501 014900;162.828000;162.835000;162.800000;162.800000;0
20250501 015000;162.799000;162.800000;162.777000;162.785000;0
20250501 015100;162.786000;162.789000;162.774000;162.776000;0
